analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-9261	ukb-b-9261	PCT responsible for patient data: LEEDS PCT			/local-scratch/data/opengwas/igd/ukb-b-9261/ukb-b-9261.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9263	ukb-b-9263	Operation code: inguinal/femoral hernia repair			/local-scratch/data/opengwas/igd/ukb-b-9263/ukb-b-9263.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9266	ukb-b-9266	PCT responsible for patient data: SEFTON PCT			/local-scratch/data/opengwas/igd/ukb-b-9266/ukb-b-9266.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9270	ukb-b-9270	Diagnoses - main ICD10: O68.0 Labour and delivery complicated by foetal heart rate anomaly			/local-scratch/data/opengwas/igd/ukb-b-9270/ukb-b-9270.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9275	ukb-b-9275	Type of fat/oil used in cooking: Olive spread			/local-scratch/data/opengwas/igd/ukb-b-9275/ukb-b-9275.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-929	ukb-b-929	Frequency of tiredness / lethargy in last 2 weeks			/local-scratch/data/opengwas/igd/ukb-b-929/ukb-b-929.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	449019				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9290	ukb-b-9290	Treatment/medication code: cetirizine			/local-scratch/data/opengwas/igd/ukb-b-9290/ukb-b-9290.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9294	ukb-b-9294	Operative procedures - secondary OPCS: K63.6 Coronary arteriography NEC			/local-scratch/data/opengwas/igd/ukb-b-9294/ukb-b-9294.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-93	ukb-b-93	Operative procedures - secondary OPCS: T87.3 Excision or biopsy of axillary lymph node			/local-scratch/data/opengwas/igd/ukb-b-93/ukb-b-93.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-930	ukb-b-930	Instant coffee intake			/local-scratch/data/opengwas/igd/ukb-b-930/ukb-b-930.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9306	ukb-b-9306	Non-cancer illness code, self-reported: back problem			/local-scratch/data/opengwas/igd/ukb-b-9306/ukb-b-9306.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9312	ukb-b-9312	Operative procedures - secondary OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon			/local-scratch/data/opengwas/igd/ukb-b-9312/ukb-b-9312.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9319	ukb-b-9319	Operative procedures - secondary OPCS: M47.3 Removal of urethral catheter from bladder			/local-scratch/data/opengwas/igd/ukb-b-9319/ukb-b-9319.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9321	ukb-b-9321	Diagnoses - main ICD10: D12.8 Rectum			/local-scratch/data/opengwas/igd/ukb-b-9321/ukb-b-9321.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9324	ukb-b-9324	Number of trend entries			/local-scratch/data/opengwas/igd/ukb-b-9324/ukb-b-9324.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	68426				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9333	ukb-b-9333	Operative procedures - main OPCS: W90.1 Aspiration of joint			/local-scratch/data/opengwas/igd/ukb-b-9333/ukb-b-9333.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9340	ukb-b-9340	Operative procedures - main OPCS: H22.1 Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon			/local-scratch/data/opengwas/igd/ukb-b-9340/ukb-b-9340.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9346	ukb-b-9346	Operation code: other urological surgery			/local-scratch/data/opengwas/igd/ukb-b-9346/ukb-b-9346.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9363	ukb-b-9363	Methods of admission to hospital (recoded): Elective admission: Waiting List			/local-scratch/data/opengwas/igd/ukb-b-9363/ukb-b-9363.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462726				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9368	ukb-b-9368	Diagnoses - secondary ICD10: K22.1 Ulcer of oesophagus			/local-scratch/data/opengwas/igd/ukb-b-9368/ukb-b-9368.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9369	ukb-b-9369	Diagnoses - secondary ICD10: J22 Unspecified acute lower respiratory infection			/local-scratch/data/opengwas/igd/ukb-b-9369/ukb-b-9369.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9386	ukb-b-9386	Treatment/medication code: naproxen			/local-scratch/data/opengwas/igd/ukb-b-9386/ukb-b-9386.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9405	ukb-b-9405	Waist circumference			/local-scratch/data/opengwas/igd/ukb-b-9405/ukb-b-9405.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462166				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9419	ukb-b-9419	Operative procedures - main OPCS: M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC			/local-scratch/data/opengwas/igd/ukb-b-9419/ukb-b-9419.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9433	ukb-b-9433	Age started oral contraceptive pill			/local-scratch/data/opengwas/igd/ukb-b-9433/ukb-b-9433.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	198213				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9473	ukb-b-9473	Operative procedures - main OPCS: G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract			/local-scratch/data/opengwas/igd/ukb-b-9473/ukb-b-9473.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9484	ukb-b-9484	Operative procedures - main OPCS: D15.1 Myringotomy with insertion of ventilation tube through tympanic membrane			/local-scratch/data/opengwas/igd/ukb-b-9484/ukb-b-9484.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9487	ukb-b-9487	Age started hormone-replacement therapy (HRT)			/local-scratch/data/opengwas/igd/ukb-b-9487/ukb-b-9487.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	87834				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9493	ukb-b-9493	Diagnoses - secondary ICD10: M19.9 Arthrosis, unspecified			/local-scratch/data/opengwas/igd/ukb-b-9493/ukb-b-9493.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9496	ukb-b-9496	Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus			/local-scratch/data/opengwas/igd/ukb-b-9496/ukb-b-9496.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9508	ukb-b-9508	Coffee consumed			/local-scratch/data/opengwas/igd/ukb-b-9508/ukb-b-9508.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9509	ukb-b-9509	Ever taken oral contraceptive pill			/local-scratch/data/opengwas/igd/ukb-b-9509/ukb-b-9509.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	250440				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9513	ukb-b-9513	Main speciality of consultant (recoded): Nephrology			/local-scratch/data/opengwas/igd/ukb-b-9513/ukb-b-9513.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461118				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9523	ukb-b-9523	PCT responsible for patient data: COUNTY DURHAM PCT			/local-scratch/data/opengwas/igd/ukb-b-9523/ukb-b-9523.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9524	ukb-b-9524	Fortified wine intake			/local-scratch/data/opengwas/igd/ukb-b-9524/ukb-b-9524.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64942				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-953	ukb-b-953	Values wanted			/local-scratch/data/opengwas/igd/ukb-b-953/ukb-b-953.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	113410				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9536	ukb-b-9536	Diagnoses - main ICD10: D25.9 Leiomyoma of uterus, unspecified			/local-scratch/data/opengwas/igd/ukb-b-9536/ukb-b-9536.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9537	ukb-b-9537	Operative procedures - main OPCS: S06.9 Unspecified other excision of lesion of skin			/local-scratch/data/opengwas/igd/ukb-b-9537/ukb-b-9537.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9543	ukb-b-9543	Shortness of breath walking on level ground			/local-scratch/data/opengwas/igd/ukb-b-9543/ukb-b-9543.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	150308				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9547	ukb-b-9547	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Oral contraceptive pill or minipill			/local-scratch/data/opengwas/igd/ukb-b-9547/ukb-b-9547.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	249710				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9554	ukb-b-9554	Total traffic load on major roads			/local-scratch/data/opengwas/igd/ukb-b-9554/ukb-b-9554.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	456380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-956	ukb-b-956	Illnesses of father: Parkinson's disease			/local-scratch/data/opengwas/igd/ukb-b-956/ukb-b-956.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	399089				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9565	ukb-b-9565	Diagnoses - main ICD10: H02.8 Other specified disorders of eyelid			/local-scratch/data/opengwas/igd/ukb-b-9565/ukb-b-9565.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9568	ukb-b-9568	Number of blood samples taken			/local-scratch/data/opengwas/igd/ukb-b-9568/ukb-b-9568.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463000				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9571	ukb-b-9571	Fractured bone site(s): Wrist			/local-scratch/data/opengwas/igd/ukb-b-9571/ukb-b-9571.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460340				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9581	ukb-b-9581	Operative procedures - secondary OPCS: Y81.9 Unspecified spinal anaesthetic			/local-scratch/data/opengwas/igd/ukb-b-9581/ukb-b-9581.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9591	ukb-b-9591	Diagnoses - main ICD10: N92.1 Excessive and frequent menstruation with irregular cycle			/local-scratch/data/opengwas/igd/ukb-b-9591/ukb-b-9591.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9592	ukb-b-9592	Operative procedures - main OPCS: K63.3 Angiocardiography of left side of heart NEC			/local-scratch/data/opengwas/igd/ukb-b-9592/ukb-b-9592.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9596	ukb-b-9596	Vitamin and mineral supplements: Vitamin A			/local-scratch/data/opengwas/igd/ukb-b-9596/ukb-b-9596.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460351				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9597	ukb-b-9597	Diagnoses - main ICD10: O70.0 First degree perineal laceration during delivery			/local-scratch/data/opengwas/igd/ukb-b-9597/ukb-b-9597.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9598	ukb-b-9598	Why stopped smoking: Illness or ill health			/local-scratch/data/opengwas/igd/ukb-b-9598/ukb-b-9598.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	113988				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-960	ukb-b-960	Smoking/smokers in household			/local-scratch/data/opengwas/igd/ukb-b-960/ukb-b-960.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	425516				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-964	ukb-b-964	Diagnoses - main ICD10: I48 Atrial fibrillation and flutter			/local-scratch/data/opengwas/igd/ukb-b-964/ukb-b-964.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9667	ukb-b-9667	Illness, injury, bereavement, stress in last 2 years: Financial difficulties			/local-scratch/data/opengwas/igd/ukb-b-9667/ukb-b-9667.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	459742				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9668	ukb-b-9668	Diagnoses - secondary ICD10: N80.0 Endometriosis of uterus			/local-scratch/data/opengwas/igd/ukb-b-9668/ukb-b-9668.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9685	ukb-b-9685	Trunk predicted mass			/local-scratch/data/opengwas/igd/ukb-b-9685/ukb-b-9685.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	454463				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9686	ukb-b-9686	Sweet potato intake			/local-scratch/data/opengwas/igd/ukb-b-9686/ukb-b-9686.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64945				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-969	ukb-b-969	Time spend outdoors in summer			/local-scratch/data/opengwas/igd/ukb-b-969/ukb-b-969.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	419314				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9694	ukb-b-9694	Diagnoses - main ICD10: M23.22 Derangement of meniscus due to old tear or injury (Posterior cruciate ligament or Posterior horn of medial meniscus)			/local-scratch/data/opengwas/igd/ukb-b-9694/ukb-b-9694.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9696	ukb-b-9696	Diagnoses - main ICD10: Z53.8 Procedure not carried out for other reasons			/local-scratch/data/opengwas/igd/ukb-b-9696/ukb-b-9696.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-970	ukb-b-970	Diagnoses - secondary ICD10: E11.9 Without complications			/local-scratch/data/opengwas/igd/ukb-b-970/ukb-b-970.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9708	ukb-b-9708	Diagnoses - main ICD10: M79.66 Pain in limb (Lower leg)			/local-scratch/data/opengwas/igd/ukb-b-9708/ukb-b-9708.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9712	ukb-b-9712	Diagnoses - main ICD10: O26.8 Other specified pregnancy-related conditions			/local-scratch/data/opengwas/igd/ukb-b-9712/ukb-b-9712.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-9720	ukb-b-9720	Operative procedures - main OPCS: C12.1 Excision of lesion of eyelid NEC			/local-scratch/data/opengwas/igd/ukb-b-9720/ukb-b-9720.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
