analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-2317	ukb-b-2317	Pace-maker			/local-scratch/data/opengwas/igd/ukb-b-2317/ukb-b-2317.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462552				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2338	ukb-b-2338	Types of spread used on bread/crackers: Normal fat dairy spread on bread/crackers			/local-scratch/data/opengwas/igd/ukb-b-2338/ukb-b-2338.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2341	ukb-b-2341	Type of fat/oil used in cooking: Butter			/local-scratch/data/opengwas/igd/ukb-b-2341/ukb-b-2341.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2346	ukb-b-2346	Duration of moderate activity			/local-scratch/data/opengwas/igd/ukb-b-2346/ukb-b-2346.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	343827				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2349	ukb-b-2349	Non-cancer illness code, self-reported: cervical spondylosis			/local-scratch/data/opengwas/igd/ukb-b-2349/ukb-b-2349.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-235	ukb-b-235	PCT where patients GP was registered: LANGBAURGH PCT			/local-scratch/data/opengwas/igd/ukb-b-235/ukb-b-235.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2368	ukb-b-2368	Type of fat/oil used in cooking: Vegetable oil			/local-scratch/data/opengwas/igd/ukb-b-2368/ukb-b-2368.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2375	ukb-b-2375	Whole-wheat cereal intake			/local-scratch/data/opengwas/igd/ukb-b-2375/ukb-b-2375.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2393	ukb-b-2393	Never eat eggs, dairy, wheat, sugar: I eat all of the above			/local-scratch/data/opengwas/igd/ukb-b-2393/ukb-b-2393.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461046				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2399	ukb-b-2399	Destinations on discharge from hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E			/local-scratch/data/opengwas/igd/ukb-b-2399/ukb-b-2399.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461036				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2400	ukb-b-2400	PCT where patients GP was registered: LEEDS NORTH EAST PCT			/local-scratch/data/opengwas/igd/ukb-b-2400/ukb-b-2400.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2414	ukb-b-2414	Operative procedures - secondary OPCS: Z28.3 Ascending colon			/local-scratch/data/opengwas/igd/ukb-b-2414/ukb-b-2414.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2415	ukb-b-2415	Treatment/medication code: adcal 600mg chewable tablet			/local-scratch/data/opengwas/igd/ukb-b-2415/ukb-b-2415.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2416	ukb-b-2416	Operative procedures - secondary OPCS: C90.3 Subtenons anaesthetic			/local-scratch/data/opengwas/igd/ukb-b-2416/ukb-b-2416.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2424	ukb-b-2424	Operative procedures - secondary OPCS: Z28.5 Descending colon			/local-scratch/data/opengwas/igd/ukb-b-2424/ukb-b-2424.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2425	ukb-b-2425	Methods of admission to hospital (recoded): Emergency admission: Other injury			/local-scratch/data/opengwas/igd/ukb-b-2425/ukb-b-2425.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462399				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2426	ukb-b-2426	Operative procedures - secondary OPCS: T43.9 Unspecified diagnostic endoscopic examination of peritoneum			/local-scratch/data/opengwas/igd/ukb-b-2426/ukb-b-2426.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-243	ukb-b-243	Intake of sugar added to coffee			/local-scratch/data/opengwas/igd/ukb-b-243/ukb-b-243.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2456	ukb-b-2456	Volume level set by participant (left)			/local-scratch/data/opengwas/igd/ukb-b-2456/ukb-b-2456.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	148728				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2468	ukb-b-2468	Parsnip intake			/local-scratch/data/opengwas/igd/ukb-b-2468/ukb-b-2468.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2469	ukb-b-2469	Operative procedures - main OPCS: P27.3 Colposcopy of vagina			/local-scratch/data/opengwas/igd/ukb-b-2469/ukb-b-2469.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2482	ukb-b-2482	Years since last cervical smear test			/local-scratch/data/opengwas/igd/ukb-b-2482/ukb-b-2482.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	192526				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2483	ukb-b-2483	Operative procedures - secondary OPCS: Y90.3 Scanning NEC			/local-scratch/data/opengwas/igd/ukb-b-2483/ukb-b-2483.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2506	ukb-b-2506	Eye problems/disorders: None of the above			/local-scratch/data/opengwas/igd/ukb-b-2506/ukb-b-2506.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	150642				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2512	ukb-b-2512	White pasta intake			/local-scratch/data/opengwas/igd/ukb-b-2512/ukb-b-2512.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2522	ukb-b-2522	Operation code: removal of testicle/orchidectomy			/local-scratch/data/opengwas/igd/ukb-b-2522/ukb-b-2522.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2525	ukb-b-2525	Operative procedures - secondary OPCS: Z47.2 Skin of temple			/local-scratch/data/opengwas/igd/ukb-b-2525/ukb-b-2525.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2528	ukb-b-2528	Operation code: spinal laminectomy			/local-scratch/data/opengwas/igd/ukb-b-2528/ukb-b-2528.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2530	ukb-b-2530	Leek intake			/local-scratch/data/opengwas/igd/ukb-b-2530/ukb-b-2530.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2533	ukb-b-2533	Operation code: lower limb surgery			/local-scratch/data/opengwas/igd/ukb-b-2533/ukb-b-2533.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2535	ukb-b-2535	Falls in the last year			/local-scratch/data/opengwas/igd/ukb-b-2535/ukb-b-2535.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461725				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2557	ukb-b-2557	Smoked cigarette or pipe within last hour			/local-scratch/data/opengwas/igd/ukb-b-2557/ukb-b-2557.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	43496				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-256	ukb-b-256	Manic/hyper symptoms: None of the above			/local-scratch/data/opengwas/igd/ukb-b-256/ukb-b-256.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	31317				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2561	ukb-b-2561	Diagnoses - main ICD10: D17.1 Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk			/local-scratch/data/opengwas/igd/ukb-b-2561/ukb-b-2561.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2582	ukb-b-2582	Operative procedures - secondary OPCS: O14.2 Sentinel lymph node			/local-scratch/data/opengwas/igd/ukb-b-2582/ukb-b-2582.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2592	ukb-b-2592	Non-cancer illness code, self-reported: irritable bowel syndrome			/local-scratch/data/opengwas/igd/ukb-b-2592/ukb-b-2592.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-260	ukb-b-260	Types of spreads/sauces consumed: Tomato ketchup			/local-scratch/data/opengwas/igd/ukb-b-260/ukb-b-260.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2603	ukb-b-2603	Average monthly fortified wine intake			/local-scratch/data/opengwas/igd/ukb-b-2603/ukb-b-2603.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	34270				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2618	ukb-b-2618	Nitrogen dioxide air pollution; 2005			/local-scratch/data/opengwas/igd/ukb-b-2618/ukb-b-2618.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	456380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2625	ukb-b-2625	Diagnoses - secondary ICD10: M47.82 Other spondylosis (Cervical region)			/local-scratch/data/opengwas/igd/ukb-b-2625/ukb-b-2625.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2630	ukb-b-2630	Diagnoses - secondary ICD10: Z98.0 Intestinal bypass and anastomosis status			/local-scratch/data/opengwas/igd/ukb-b-2630/ukb-b-2630.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2634	ukb-b-2634	Duration of heavy DIY			/local-scratch/data/opengwas/igd/ukb-b-2634/ukb-b-2634.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	182778				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-266	ukb-b-266	Current eye infection			/local-scratch/data/opengwas/igd/ukb-b-266/ukb-b-266.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	102466				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2669	ukb-b-2669	Treatment/medication code: vitamin b compound tablet			/local-scratch/data/opengwas/igd/ukb-b-2669/ukb-b-2669.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2691	ukb-b-2691	Coleslaw intake			/local-scratch/data/opengwas/igd/ukb-b-2691/ukb-b-2691.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2703	ukb-b-2703	PCT responsible for patient data: HALTON AND ST HELENS PCT			/local-scratch/data/opengwas/igd/ukb-b-2703/ukb-b-2703.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2709	ukb-b-2709	Year ended full time education			/local-scratch/data/opengwas/igd/ukb-b-2709/ukb-b-2709.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	112569				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2715	ukb-b-2715	PCT where patients GP was registered: TRAFFORD SOUTH PCT			/local-scratch/data/opengwas/igd/ukb-b-2715/ukb-b-2715.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2719	ukb-b-2719	Operation code: laparotomy nos			/local-scratch/data/opengwas/igd/ukb-b-2719/ukb-b-2719.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2729	ukb-b-2729	Age heart attack diagnosed			/local-scratch/data/opengwas/igd/ukb-b-2729/ukb-b-2729.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	10339				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2732	ukb-b-2732	Time from waking to first cigarette			/local-scratch/data/opengwas/igd/ukb-b-2732/ukb-b-2732.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	33304				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2750	ukb-b-2750	Type of cancer: ICD10: C43.7 Malignant melanoma of lower limb, including hip			/local-scratch/data/opengwas/igd/ukb-b-2750/ukb-b-2750.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2763	ukb-b-2763	Orange juice intake			/local-scratch/data/opengwas/igd/ukb-b-2763/ukb-b-2763.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2769	ukb-b-2769	Operative procedures - main OPCS: Q11.3 Evacuation of products of conception from uterus NEC			/local-scratch/data/opengwas/igd/ukb-b-2769/ukb-b-2769.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-277	ukb-b-277	Vitamin and/or mineral supplement use: Evening primrose			/local-scratch/data/opengwas/igd/ukb-b-277/ukb-b-277.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2772	ukb-b-2772	Getting up in morning			/local-scratch/data/opengwas/igd/ukb-b-2772/ukb-b-2772.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461658				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2804	ukb-b-2804	Diagnoses - main ICD10: S52.50 Fracture of lower end of radius (closed)			/local-scratch/data/opengwas/igd/ukb-b-2804/ukb-b-2804.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-282	ukb-b-282	Indian snacks intake			/local-scratch/data/opengwas/igd/ukb-b-282/ukb-b-282.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2823	ukb-b-2823	Treatment speciality of consultant (recoded): Maxillo-facial surgery			/local-scratch/data/opengwas/igd/ukb-b-2823/ukb-b-2823.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	444008				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2830	ukb-b-2830	Financial situation satisfaction			/local-scratch/data/opengwas/igd/ukb-b-2830/ukb-b-2830.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	152153				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2832	ukb-b-2832	Fizzy drink intake			/local-scratch/data/opengwas/igd/ukb-b-2832/ukb-b-2832.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2838	ukb-b-2838	PCT where patients GP was registered: DURHAM AND CHESTER-LE-STREET PCT			/local-scratch/data/opengwas/igd/ukb-b-2838/ukb-b-2838.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2846	ukb-b-2846	6mm strong meridian angle (left)			/local-scratch/data/opengwas/igd/ukb-b-2846/ukb-b-2846.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	83410				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2854	ukb-b-2854	Diagnoses - secondary ICD10: W19.9 Unspecified place			/local-scratch/data/opengwas/igd/ukb-b-2854/ukb-b-2854.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2862	ukb-b-2862	Beef intake			/local-scratch/data/opengwas/igd/ukb-b-2862/ukb-b-2862.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461053				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2867	ukb-b-2867	Lettuce intake			/local-scratch/data/opengwas/igd/ukb-b-2867/ukb-b-2867.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2875	ukb-b-2875	Diagnoses - main ICD10: M16.1 Other primary coxarthrosis			/local-scratch/data/opengwas/igd/ukb-b-2875/ukb-b-2875.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-288	ukb-b-288	Treatment/medication code: folic acid product			/local-scratch/data/opengwas/igd/ukb-b-288/ukb-b-288.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2895	ukb-b-2895	Diagnoses - secondary ICD10: Z60.2 Living alone			/local-scratch/data/opengwas/igd/ukb-b-2895/ukb-b-2895.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-29	ukb-b-29	Porridge intake			/local-scratch/data/opengwas/igd/ukb-b-29/ukb-b-29.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-290	ukb-b-290	Operation code: upper limb surgery			/local-scratch/data/opengwas/igd/ukb-b-290/ukb-b-290.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2909	ukb-b-2909	Variation in diet			/local-scratch/data/opengwas/igd/ukb-b-2909/ukb-b-2909.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460884				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-295	ukb-b-295	Operative procedures - main OPCS: Q08.9 Unspecified vaginal excision of uterus			/local-scratch/data/opengwas/igd/ukb-b-295/ukb-b-295.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2951	ukb-b-2951	Operative procedures - secondary OPCS: Z50.1 Skin of arm			/local-scratch/data/opengwas/igd/ukb-b-2951/ukb-b-2951.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2953	ukb-b-2953	Operation code: radical prostatectomy			/local-scratch/data/opengwas/igd/ukb-b-2953/ukb-b-2953.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2954	ukb-b-2954	Methods of discharge from hospital (recoded): Discharged on clinical advice/consent: Transfer within provider			/local-scratch/data/opengwas/igd/ukb-b-2954/ukb-b-2954.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462236				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2963	ukb-b-2963	Treatment/medication code: propranolol			/local-scratch/data/opengwas/igd/ukb-b-2963/ukb-b-2963.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2964	ukb-b-2964	Diagnoses - secondary ICD10: F17.1 Harmful use			/local-scratch/data/opengwas/igd/ukb-b-2964/ukb-b-2964.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2966	ukb-b-2966	Milk intake			/local-scratch/data/opengwas/igd/ukb-b-2966/ukb-b-2966.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64943				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2973	ukb-b-2973	Diagnoses - secondary ICD10: K31.8 Other specified diseases of stomach and duodenum			/local-scratch/data/opengwas/igd/ukb-b-2973/ukb-b-2973.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2975	ukb-b-2975	Cabbage/kale intake			/local-scratch/data/opengwas/igd/ukb-b-2975/ukb-b-2975.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-298	ukb-b-298	Frequency of stair climbing in last 4 weeks			/local-scratch/data/opengwas/igd/ukb-b-298/ukb-b-298.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	458309				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2988	ukb-b-2988	Number of fluid intelligence questions attempted within time limit			/local-scratch/data/opengwas/igd/ukb-b-2988/ukb-b-2988.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	149051				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2993	ukb-b-2993	Duration of light DIY			/local-scratch/data/opengwas/igd/ukb-b-2993/ukb-b-2993.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	227090				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3000	ukb-b-3000	Latte intake			/local-scratch/data/opengwas/igd/ukb-b-3000/ukb-b-3000.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64944				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3005	ukb-b-3005	Operation code: arthroscopy nos			/local-scratch/data/opengwas/igd/ukb-b-3005/ukb-b-3005.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-301	ukb-b-301	Operation code: foot surgery			/local-scratch/data/opengwas/igd/ukb-b-301/ukb-b-301.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3016	ukb-b-3016	Years since last breast cancer screening / mammogram			/local-scratch/data/opengwas/igd/ukb-b-3016/ukb-b-3016.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	149403				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3018	ukb-b-3018	Age at death			/local-scratch/data/opengwas/igd/ukb-b-3018/ukb-b-3018.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	11856				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3022	ukb-b-3022	Prune intake			/local-scratch/data/opengwas/igd/ukb-b-3022/ukb-b-3022.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3027	ukb-b-3027	Diagnoses - secondary ICD10: K31.7 Polyp of stomach and duodenum			/local-scratch/data/opengwas/igd/ukb-b-3027/ukb-b-3027.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3035	ukb-b-3035	Operative procedures - main OPCS: E36.9 Unspecified diagnostic endoscopic examination of larynx			/local-scratch/data/opengwas/igd/ukb-b-3035/ukb-b-3035.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-3044	ukb-b-3044	Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis			/local-scratch/data/opengwas/igd/ukb-b-3044/ukb-b-3044.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
