analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
32	GCST90202087	GCST90202087	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4) levels	1-stearoyl-2-arachidonoyl-GPI (18:0/20:4) measurement	http://www.ebi.ac.uk/efo/EFO_0800184	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202087_GCST90202087.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202087/harmonised/GCST90202087.h.tsv.gz		GCST90202087_GCST90202087.filtered.tsv.gz	b983dd8323d2f8795cf72261740ed6fc6ba32408b37c0be16c16e780d422eb40	sha256	160692	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.986329132867683	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
33	GCST90202088	GCST90202088	Alpha-hydroxyisocaproate levels	alpha-hydroxyisocaproate measurement	http://www.ebi.ac.uk/efo/EFO_0800009	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202088_GCST90202088.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202088/harmonised/GCST90202088.h.tsv.gz		GCST90202088_GCST90202088.filtered.tsv.gz	30ceddcc5f132bd0b915fc652e8f150643c0c4e1ba5691e3a71f5b35ac48b24a	sha256	159394	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.93868775030512	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
34	GCST90202089	GCST90202089	4-methyl-2-oxopentanoate levels	4-methyl-2-oxopentanoate measurement	http://www.ebi.ac.uk/efo/EFO_0021022	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202089_GCST90202089.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202089/harmonised/GCST90202089.h.tsv.gz		GCST90202089_GCST90202089.filtered.tsv.gz	843b6b4ab6704c238eeb7cf21ad984bdf9642ba1d4ae18e7106e20957940a62f	sha256	214096	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.969341328444192	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
35	GCST90202090	GCST90202090	Docosahexaenoate DHA; 22:6n3 levels	docosahexaenoate DHA; 22:6n3 measurement	http://www.ebi.ac.uk/efo/EFO_0021047	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202090_GCST90202090.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202090/harmonised/GCST90202090.h.tsv.gz		GCST90202090_GCST90202090.filtered.tsv.gz	c9453dd43267ed5c4e24f1fd34c18fad2520c166c33b9fdc70029f0667bb8149	sha256	159197	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.925389636809624	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
36	GCST90202091	GCST90202091	Sphingosine 1-phosphate levels	sphingosine 1-phosphate measurement	http://www.ebi.ac.uk/efo/EFO_0800185	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202091_GCST90202091.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202091/harmonised/GCST90202091.h.tsv.gz		GCST90202091_GCST90202091.filtered.tsv.gz	0b7c08d0706de4e0becab05e418db3483493f50444f8970a7b8d9eedfcc3caaa	sha256	159546	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.961430801189545	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
37	GCST90202092	GCST90202092	2-hydroxyoctanoate levels	2-hydroxyoctanoate measurement	http://www.ebi.ac.uk/efo/EFO_0800192	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202092_GCST90202092.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202092/harmonised/GCST90202092.h.tsv.gz		GCST90202092_GCST90202092.filtered.tsv.gz	f44f4004d95ada4fdefd96a1e0ea5f7bc7623c04c990480095702a84637b7f54	sha256	159174	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.988452078723315	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
38	GCST90202093	GCST90202093	3-indoxyl sulfate levels	indoxyl sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0010502	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202093_GCST90202093.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202093/harmonised/GCST90202093.h.tsv.gz		GCST90202093_GCST90202093.filtered.tsv.gz	c4e0e32b094b293ef5b1f4c21ac712ce39e5b6353d962c95c67b686650e808d2	sha256	160132	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.944068136269004	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
39	GCST90202094	GCST90202094	1-stearoyl-2-oleoyl-GPS (18:0/18:1) levels	1-stearoyl-2-oleoyl-GPS (18:0/18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800187	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202094_GCST90202094.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202094/harmonised/GCST90202094.h.tsv.gz		GCST90202094_GCST90202094.filtered.tsv.gz	eef50ba8bfd445a92115f8ea98368d10f20720394b4f91062d9198d7f8c7d432	sha256	221753	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.978550068867158	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
40	GCST90202095	GCST90202095	Maleate levels	maleate measurement	http://www.ebi.ac.uk/efo/EFO_0010509	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202095_GCST90202095.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202095/harmonised/GCST90202095.h.tsv.gz		GCST90202095_GCST90202095.filtered.tsv.gz	78f1942f4d1fbbb7123195a8ee484fb60a86542c6ab277009a36f401fa177247	sha256	161932	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.997196731744635	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
41	GCST90202096	GCST90202096	Paraxanthine levels	paraxanthine measurement	http://www.ebi.ac.uk/efo/EFO_0021178	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202096_GCST90202096.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202096/harmonised/GCST90202096.h.tsv.gz		GCST90202096_GCST90202096.filtered.tsv.gz	6f199e066670abd4bdaec686a64499e124d55ee62d098d1eb04c0421e15f2dc7	sha256	190700	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.979819268344748	estimated_from_source_maf	sd	total	analysis_level	93	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
42	GCST90202097	GCST90202097	3-hydroxyoctanoate levels	3-hydroxyoctanoate measurement	http://www.ebi.ac.uk/efo/EFO_0800193	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202097_GCST90202097.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202097/harmonised/GCST90202097.h.tsv.gz		GCST90202097_GCST90202097.filtered.tsv.gz	5af6990100c6355939a01a333e74cf717eb3dd8ca4221cb890706ad32ba0ca98	sha256	160164	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.945453408026868	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
43	GCST90202098	GCST90202098	Erythritol levels	erythritol measurement	http://www.ebi.ac.uk/efo/EFO_0021171	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202098_GCST90202098.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202098/harmonised/GCST90202098.h.tsv.gz		GCST90202098_GCST90202098.filtered.tsv.gz	eaddeae1bc105b455d464855520019e89bebd0ff34513c8b65729edda82e73e6	sha256	224964	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.865668546429157	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
44	GCST90202099	GCST90202099	Phenyllactate (pla) levels	Phenyllactate (PLA) measurement	http://www.ebi.ac.uk/efo/EFO_0021662	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202099_GCST90202099.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202099/harmonised/GCST90202099.h.tsv.gz		GCST90202099_GCST90202099.filtered.tsv.gz	a33771cb7d6aac006209661e3047282f7bbcc7212e55ab413910a33ea33d7e31	sha256	159206	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.911588476479155	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
45	GCST90202100	GCST90202100	Hexanoylcarnitine (C6) levels	hexanoylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0021040	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202100_GCST90202100.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202100/harmonised/GCST90202100.h.tsv.gz		GCST90202100_GCST90202100.filtered.tsv.gz	4121a9f5aac7531c17ceca51aaff0b305c6b0cca3eca78f9da7c77a931839fdd	sha256	212837	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.986588689392156	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
46	GCST90202101	GCST90202101	Palmitoylcarnitine (C16) levels	palmitoylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0021044	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202101_GCST90202101.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202101/harmonised/GCST90202101.h.tsv.gz		GCST90202101_GCST90202101.filtered.tsv.gz	ceff5c6242f4a2e13fdba8448571039e9c2ae3619d4ddfc40f26e51dafe25db9	sha256	160139	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.928795912614338	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
47	GCST90202102	GCST90202102	N-acetylaspartate (naa) levels	N-acetylaspartate (NAA) measurement	http://www.ebi.ac.uk/efo/EFO_0800012	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202102_GCST90202102.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202102/harmonised/GCST90202102.h.tsv.gz		GCST90202102_GCST90202102.filtered.tsv.gz	6d40819945ff69689ecb0acda064be10096a37c04fee328d5c40a66d7a78c281	sha256	161531	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.973087374255736	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
48	GCST90202103	GCST90202103	Acetylcarnitine (c2) levels	acetylcarnitine measurement	http://www.ebi.ac.uk/efo/EFO_0021038	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202103_GCST90202103.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202103/harmonised/GCST90202103.h.tsv.gz		GCST90202103_GCST90202103.filtered.tsv.gz	e7053e8f44fa6e834e3be345a77b1f10d79e3cbdab402c4a28c57c85c79af508	sha256	161329	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.99638304172094	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
49	GCST90202104	GCST90202104	Cysteine s-sulfate levels	cysteine s-sulfate measurement	http://www.ebi.ac.uk/efo/EFO_0800013	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202104_GCST90202104.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202104/harmonised/GCST90202104.h.tsv.gz		GCST90202104_GCST90202104.filtered.tsv.gz	86b72f060d533d621cb303f50c10ddd211138a96234a20f2c8d2e4e485982942	sha256	159866	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.903017568746058	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
50	GCST90202105	GCST90202105	Tartronate (hydroxymalonate) levels	tartronate (hydroxymalonate) measurement	http://www.ebi.ac.uk/efo/EFO_0800944	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202105_GCST90202105.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202105/harmonised/GCST90202105.h.tsv.gz		GCST90202105_GCST90202105.filtered.tsv.gz	22f8f0551d0c66c8a4e2ea0a44f5e016756de43c1be456a2d4bee31349f94d73	sha256	216471	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.930148730517882	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
51	GCST90202106	GCST90202106	2,3-dihydroxypyridine levels	blood 2,3-dihydroxypyridine measurement	http://www.ebi.ac.uk/efo/EFO_0022199	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202106_GCST90202106.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202106/harmonised/GCST90202106.h.tsv.gz		GCST90202106_GCST90202106.filtered.tsv.gz	2d6d96c7cd0eeefc0bb24ccd15a84f28a64b966fd0c0bc7f0dd2e8bef1378252	sha256	264820	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.954346271204449	estimated_from_source_maf	sd	total	analysis_level	69	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
52	GCST90202107	GCST90202107	Oxalate (ethanedioate) levels	oxalate measurement	http://www.ebi.ac.uk/efo/EFO_0010517	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202107_GCST90202107.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202107/harmonised/GCST90202107.h.tsv.gz		GCST90202107_GCST90202107.filtered.tsv.gz	fb2b79ad18b16a28658e493f0b4eda9cbb689da92281bf6e8c87b20a61884cc9	sha256	160558	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.908976213259149	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
53	GCST90202108	GCST90202108	3-hydroxymyristate levels	blood 3-hydroxymyristate measurement	http://www.ebi.ac.uk/efo/EFO_0022197	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202108_GCST90202108.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202108/harmonised/GCST90202108.h.tsv.gz		GCST90202108_GCST90202108.filtered.tsv.gz	620f79dccb2420eb5abf470dea0ddf3ac9718568c585e410b2151215fd34e720	sha256	206802	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.972972323798538	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
54	GCST90202109	GCST90202109	Iminodiacetate (IDA) levels	iminodiacetate (IDA) measurement	http://www.ebi.ac.uk/efo/EFO_0800945	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202109_GCST90202109.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202109/harmonised/GCST90202109.h.tsv.gz		GCST90202109_GCST90202109.filtered.tsv.gz	e76dbcf8e74bbe25702e1a1a9003c0f6bc363815e278139c0b26651a5f3293bf	sha256	160174	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.967230076129084	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
55	GCST90202110	GCST90202110	1-oleoylglycerol (18:1) levels	1-oleoylglycerol (18:1) measurement	http://www.ebi.ac.uk/efo/EFO_0800195	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202110_GCST90202110.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202110/harmonised/GCST90202110.h.tsv.gz		GCST90202110_GCST90202110.filtered.tsv.gz	1f40a77ea503b88fce6edc20856f4e7cc00f52c406ba35d230a438a43a37f7d4	sha256	159416	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.981083303882939	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
56	GCST90202111	GCST90202111	3-methyl-2-oxobutyrate levels	3-methyl-2-oxobutyrate measurement	http://www.ebi.ac.uk/efo/EFO_0021020	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202111_GCST90202111.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202111/harmonised/GCST90202111.h.tsv.gz		GCST90202111_GCST90202111.filtered.tsv.gz	31b1e80240904ebde7c691b2a6a79a741ca16b1522a5bf0f243197a75fe8341c	sha256	159349	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.95473707912281	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
57	GCST90202112	GCST90202112	2-linoleoylglycerol (18:2) levels	2-linoleoylglycerol (18:2) measurement	http://www.ebi.ac.uk/efo/EFO_0800197	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202112_GCST90202112.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202112/harmonised/GCST90202112.h.tsv.gz		GCST90202112_GCST90202112.filtered.tsv.gz	55557ec0ba09bce469f93201c9f7ad19ff541897240aeea02dff0e48fc295bbf	sha256	157385	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.947581986857809	estimated_from_source_maf	sd	total	analysis_level	86	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
